Id,WofBest,RmseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.000101670916386043,0.010083199709717298,265.0,0.479123514333196,0.10342619314317705,3580.0,320.7005139889486,113.3592912964875,340.36038730044595,0.0,2584.328
2.0,0.000101670916386043,0.010083199709717298,265.0,0.479123514333196,0.10342619314317705,3580.0,320.7005139889486,113.3592912964875,340.36038730044595,0.0,6893.403
3.0,0.000101670916386043,0.010083199709717298,265.0,0.479123514333196,0.10342619314317705,3580.0,320.7005139889486,113.3592912964875,340.36038730044595,0.0,10927.384
4.0,9.264218363764595e-5,0.00962508096784884,261.0,0.49688735929765926,0.10726307695421156,3584.0,325.38635420314034,109.14528456416438,338.7222484277813,0.0,15336.602
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
